Timestep[1] 	 x_error[2] 	 command_torques[4] 	 joint_gravity[4] 	 effective_joint_gravity[4] 	 alpha[1] 	 colinearity[1]
1.80509	7.59167e-07 1.84547e-06	25.4999 15.0556 13.8766  4.3103	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.80611	 7.5335e-07 1.83113e-06	25.4999 15.0556 13.8767  4.3103	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.80711	7.47607e-07 1.81697e-06	25.4999 15.0556 13.8767  4.3103	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.80811	7.41869e-07 1.80282e-06	25.4999 15.0556 13.8767  4.3103	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.80911	7.36422e-07  1.7894e-06	25.4999 15.0557 13.8767  4.3103	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.81007	7.30464e-07 1.77473e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.8111	7.26517e-07 1.76501e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.81211	7.21563e-07 1.75281e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.81306	 7.1601e-07 1.73915e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.81411	7.10462e-07  1.7255e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.81511	7.04949e-07 1.71194e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.81607	6.97301e-07 1.69314e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	0	-0.57394	
1.81707	6.92299e-07 1.68085e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.81809	6.86464e-07 1.66651e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.81911	6.80966e-07 1.65301e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.82007	6.75754e-07 1.64021e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.8211	6.70354e-07 1.62696e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.82211	6.65025e-07 1.61388e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.82311	 6.5978e-07 1.60102e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.82407	6.54563e-07 1.58822e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.82507	6.49942e-07 1.57689e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.82611	6.45795e-07 1.56673e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.82711	6.41199e-07 1.55547e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.57394	
1.82811	6.36163e-07 1.54313e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.82906	6.31103e-07 1.53074e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.83011	6.26064e-07  1.5184e-06	25.4999 15.0557 13.8767 4.31031	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.83111	6.21042e-07 1.50611e-06	25.4999 15.0557 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.83207	6.14074e-07 1.48906e-06	25.4999 15.0557 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.83311	6.09517e-07 1.47792e-06	25.4999 15.0557 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.83407	6.04338e-07 1.46526e-06	25.4999 15.0557 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	0	-0.573939	
1.83509	5.99715e-07 1.45395e-06	25.4999 15.0557 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.83606	 5.9446e-07 1.44111e-06	25.4999 15.0557 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	0	-0.573939	
1.83709	5.89634e-07 1.42932e-06	25.4999 15.0557 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.83811	5.85211e-07 1.41852e-06	25.4999 15.0557 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.83911	5.79975e-07 1.40574e-06	25.4999 15.0557 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.84007	5.75431e-07 1.39465e-06	25.4999 15.0558 13.8767 4.31032	65.3967 32.9616 13.8767 4.31032	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.84107	5.70624e-07 1.38291e-06	25.4999 15.0558 13.8767 4.31032	65.3967 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.84211	5.65924e-07 1.37145e-06	25.4999 15.0558 13.8767 4.31032	65.3967 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.84311	5.61271e-07  1.3601e-06	25.4999 15.0558 13.8767 4.31032	65.3967 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.84411	5.56567e-07 1.34863e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.84509	5.51954e-07 1.33738e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.84611	5.47596e-07 1.32676e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.84711	5.42847e-07 1.31519e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.84811	5.38325e-07 1.30417e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.84907	5.34034e-07 1.29372e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.85007	5.29495e-07 1.28267e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.85111	5.25036e-07 1.27182e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.85211	5.20545e-07 1.26089e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.85309	5.16372e-07 1.25073e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.85411	5.11917e-07  1.2399e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.85511	5.07501e-07 1.22916e-06	25.4999 15.0558 13.8767 4.31032	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.85607	5.03407e-07  1.2192e-06	25.4999 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.85707	4.98739e-07 1.20786e-06	25.4999 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.85811	4.94781e-07 1.19824e-06	25.4999 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.85911	4.90585e-07 1.18804e-06	25.4999 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.86011	4.86311e-07 1.17766e-06	25.4999 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.86109	4.82332e-07   1.168e-06	25.4999 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.86212	4.78098e-07 1.15772e-06	25.4999 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.86311	4.73908e-07 1.14755e-06	25.4999 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.86411	4.69908e-07 1.13784e-06	25.4999 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.86511	4.65945e-07 1.12823e-06	25.4999 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.86607	4.61724e-07 1.11799e-06	25.4999 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.86707	4.57765e-07 1.10839e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	0	-0.573939	
1.86811	4.53787e-07 1.09874e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.8691	4.49974e-07  1.0895e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.87008	4.45908e-07 1.07964e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.87111	4.42294e-07 1.07089e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.87211	4.38171e-07  1.0609e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.87311	4.34317e-07 1.05156e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8767 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.87411	4.3049e-07 1.0423e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.87511	 4.2667e-07 1.03305e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.87611	4.22832e-07 1.02376e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.87709	4.19061e-07 1.01463e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.87811	4.15338e-07 1.00562e-06	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.87911	4.11633e-07 9.96663e-07	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.88011	4.07959e-07 9.87778e-07	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.88111	4.04295e-07 9.78917e-07	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.88211	4.00667e-07 9.70147e-07	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.88311	3.98137e-07 9.64032e-07	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.88411	3.93856e-07 9.53688e-07	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.88511	3.90298e-07 9.45091e-07	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.88607	3.86403e-07 9.35682e-07	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.88707	3.83231e-07 9.28023e-07	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.88807	3.80103e-07 9.20469e-07	   25.5 15.0558 13.8767 4.31033	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.88907	3.75983e-07 9.10523e-07	   25.5 15.0558 13.8767 4.31034	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.89007	3.73841e-07 9.05353e-07	   25.5 15.0558 13.8767 4.31034	65.3966 32.9616 13.8768 4.31033	65.3966 32.9616 13.8768 4.31033	0	-0.573939	
1.89107	3.68885e-07 8.93393e-07	   25.5 15.0559 13.8767 4.31034	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.89207	3.66409e-07 8.87421e-07	   25.5 15.0558 13.8768 4.31034	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.89307	3.63017e-07 8.79238e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.89407	 3.5965e-07 8.71118e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.89507	3.56326e-07 8.63104e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.89607	3.53008e-07 8.55105e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.89707	3.49719e-07  8.4718e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.89807	3.46446e-07 8.39292e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9616 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.89907	 3.4321e-07 8.31495e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.90007	3.39345e-07 8.22187e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.90107	3.36109e-07 8.14395e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.90207	3.32915e-07 8.06704e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.90307	3.29821e-07 7.99256e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.90407	3.26701e-07 7.91748e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.90507	3.23591e-07 7.84262e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573939	
1.90607	3.20498e-07  7.7682e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.90707	3.17444e-07 7.69475e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.90807	3.14394e-07 7.62138e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.90907	3.11095e-07 7.54204e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.91007	3.08308e-07 7.47502e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.91107	3.05387e-07 7.40482e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.91207	3.02405e-07 7.33315e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.91307	2.99431e-07 7.26167e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.91407	2.96507e-07 7.19142e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.91507	2.93609e-07 7.12178e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.91607	2.90726e-07 7.05254e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.91707	2.87915e-07 6.98501e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.91807	2.85156e-07 6.91878e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0287 4.47382	0	-0.573938	
1.91907	2.82256e-07 6.84914e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.92007	2.79453e-07 6.78185e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.92107	2.76472e-07  6.7103e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.92207	2.73908e-07 6.64878e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31033	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.92307	2.71179e-07 6.58329e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.92407	2.68451e-07 6.51785e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.92507	2.65758e-07 6.45325e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.92607	2.63069e-07 6.38874e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.92707	2.60353e-07 6.32362e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.92807	2.58023e-07 6.26775e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.92907	2.55656e-07 6.21099e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.93007	2.53043e-07 6.14837e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.93107	2.50441e-07 6.08599e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.93207	2.47883e-07 6.02471e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.93307	2.45071e-07 5.95733e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.93407	2.42371e-07 5.89266e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.93511	2.39786e-07 5.83074e-07	   25.5 15.0559 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.93607	2.37291e-07 5.77098e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.93707	2.34646e-07 5.70764e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	65.3966 32.9615 13.8768 4.31034	0	-0.573938	
1.93806	2.32351e-07 5.65269e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.93911	2.29915e-07 5.59438e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.94011	  2.275e-07 5.53656e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.94111	2.25082e-07 5.47871e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.94207	2.22546e-07 5.41803e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.94311	2.20342e-07 5.36529e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.94411	2.17982e-07 5.30881e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.94512	 2.1566e-07 5.25328e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.94611	2.13336e-07 5.19768e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.94711	   2.11e-07 5.14182e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.94807	2.08704e-07 5.08691e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.94907	2.06499e-07 5.03418e-07	   25.5 15.0559 13.8768 4.31035	65.3966 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.95011	2.04306e-07 4.98176e-07	   25.5 15.0559 13.8768 4.31035	65.3965 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.95107	2.02081e-07 4.92857e-07	   25.5 15.0559 13.8768 4.31035	65.3965 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.95211	1.99652e-07 4.87051e-07	   25.5 15.0559 13.8768 4.31035	65.3965 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.95307	1.97455e-07 4.81801e-07	   25.5 15.0559 13.8768 4.31035	65.3965 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.95407	1.95277e-07 4.76595e-07	   25.5 15.0559 13.8768 4.31035	65.3965 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.95506	1.93115e-07 4.71429e-07	   25.5 15.0559 13.8768 4.31035	65.3965 32.9615 13.8768 4.31034	65.3965 32.9615 13.8768 4.31034	0	-0.573938	
1.95607	1.91183e-07 4.66814e-07	   25.5 15.0559 13.8768 4.31035	65.3965 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.95712	1.88982e-07 4.61557e-07	   25.5 15.0559 13.8768 4.31035	65.3965 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
1.95811	1.86861e-07  4.5649e-07	   25.5 15.0559 13.8768 4.31035	65.3965 32.9615 13.8768 4.31034	26.3669 16.8378 14.0288 4.47382	0	-0.573938	
